time,orderParameter
0,0.07775854133717545
10,0.18866979517800664
20,0.17691619955250057
30,0.20259936021890618
40,0.3241112469216683
50,0.46522154160223755
60,0.5395070208217282
70,0.5670667023605103
80,0.4727615270292908
90,0.33781183099280676
100,0.14904799643486677
110,0.3801132024087477
120,0.3313680719881156
130,0.38172408687951015
140,0.5317452105818238
150,0.6374987565625796
160,0.7359801576410986
170,0.7616139023232712
180,0.8174625497471895
190,0.8665301640483897
200,0.8895320042219363
210,0.9175106908180016
220,0.9343871922749543
230,0.9406073034937182
240,0.9334128813897219
250,0.951353840003405
260,0.9650215563503411
270,0.9707496315615315
280,0.9589369720354649
290,0.9596573106895049
300,0.9643943827790578
310,0.9456706071028765
320,0.9692547465538698
330,0.9645586447233575
340,0.9689647389902133
350,0.9621180738718585
360,0.9507216885275396
370,0.9570455578031705
380,0.9672301219665271
390,0.9636510214465265
400,0.9663329304499237
410,0.972234959671139
420,0.9650159378579422
430,0.9732644523288144
440,0.9862390294900287
450,0.9800412864869366
460,0.9863108642309844
470,0.9818520045724984
480,0.9709498150238253
490,0.9840417750327188
500,0.9850569858623335
510,0.9844438399738729
520,0.9722086510700041
530,0.9771594466099215
540,0.9781853859962737
550,0.9821439459419002
560,0.9819490668306043
570,0.9842044836585879
580,0.9827193035547475
590,0.9846807012250524
600,0.9827158850340499
610,0.988917438751747
620,0.9924844199919717
630,0.9952849175235674
640,0.9940138372498818
650,0.9967423366337194
660,0.9948747500729727
670,0.9954400006817374
680,0.9946665071889358
690,0.9951185039108862
700,0.991829790182913
710,0.9919689099231144
720,0.9902272156646519
730,0.9875218024518985
740,0.988547426625043
750,0.9815119052746705
760,0.9881034688953731
770,0.9941842897020075
780,0.9848872776162354
790,0.9912587772877641
800,0.9868905384589597
810,0.9892748928351024
820,0.9934649028881388
830,0.991064219479613
840,0.9756721222927883
850,0.9661881463579204
860,0.96296907633935
870,0.9795117813862402
880,0.9719992212026244
890,0.9671737816707995
900,0.9671405510897165
910,0.9699696137910522
920,0.9759545441413944
930,0.9821107176791852
940,0.986604941004795
950,0.9863678956880113
960,0.9694073773249852
970,0.9784576175206087
980,0.9754202114913427
990,0.9700833583364427
1000,0.9778088403663615
